#instr,model,trace_type,trace_name,IPC
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,INSTR-NOL2C-NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,INSTR-NOL2C-NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.13826
1M,INSTR-NOL2C-NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.06933
1M,INSTR-NOL2C-NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.13865
1M,INSTR-NOL2C-NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,INSTR-NOL2C-NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,INSTR-NOL2C-NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.924407
1M,INSTR-NOL2C-NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,INSTR-NOL2C-NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.320432
1M,INSTR-NOL2C-NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.351871
1M,INSTR-NOL2C-NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572725
1M,INSTR-NOL2C-NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245388
1M,INSTR-NOL2C-NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.230135
1M,INSTR-NOL2C-NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,INSTR-NOL2C-NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,INSTR-NOL2C-NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.10558
1M,INSTR-NOL2C-NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.782939
1M,INSTR-NOL2C-NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,INSTR-NOL2C-NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,INSTR-NOL2C-NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739433
1M,INSTR-NOL2C-NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,INSTR-NOL2C-NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,INSTR-NOL2C-NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689176
1M,INSTR-NOL2C,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31322
1M,INSTR-NOL2C,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,INSTR-NOL2C,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,INSTR-NOL2C,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,INSTR-NOL2C,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,INSTR-NOL2C,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,INSTR-NOL2C,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,INSTR-NOL2C,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,INSTR-NOL2C,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,INSTR-NOL2C,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,INSTR-NOL2C,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,INSTR-NOL2C,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,INSTR-NOL2C,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,INSTR-NOL2C,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,INSTR-NOL2C,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,INSTR-NOL2C,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,INSTR-NOL2C,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,INSTR-NOL2C,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.2767
1M,INSTR-NOL2C,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.19209
1M,INSTR-NOL2C,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.24938
1M,INSTR-NOL2C,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,INSTR-NOL2C,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,INSTR-NOL2C,spec17,619.lbm_s-3766B.champsimtrace.xz,0.924407
1M,INSTR-NOL2C,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,INSTR-NOL2C,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.324084
1M,INSTR-NOL2C,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.357946
1M,INSTR-NOL2C,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572725
1M,INSTR-NOL2C,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245361
1M,INSTR-NOL2C,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234441
1M,INSTR-NOL2C,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,INSTR-NOL2C,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,INSTR-NOL2C,spec17,628.pop2_s-17B.champsimtrace.xz,1.16734
1M,INSTR-NOL2C,spec17,641.leela_s-1083B.champsimtrace.xz,0.786332
1M,INSTR-NOL2C,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,INSTR-NOL2C,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,INSTR-NOL2C,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739433
1M,INSTR-NOL2C,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,INSTR-NOL2C,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,INSTR-NOL2C,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,INSTR-NOL2C,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,INSTR-NOL2C,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,INSTR-NOL2C,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,INSTR-NOL2C,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,INSTR-NOL2C,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,INSTR-NOL2C,spec17,657.xz_s-2302B.champsimtrace.xz,0.689176
1M,INSTR-NOLLC,clientservertraces,client_001.champsimtrace.xz,0.979003
1M,INSTR-NOLLC,clientservertraces,client_002.champsimtrace.xz,0.724763
1M,INSTR-NOLLC,clientservertraces,client_003.champsimtrace.xz,1.33139
1M,INSTR-NOLLC,clientservertraces,client_004.champsimtrace.xz,0.667592
1M,INSTR-NOLLC,clientservertraces,client_005.champsimtrace.xz,0.719255
1M,INSTR-NOLLC,clientservertraces,client_006.champsimtrace.xz,0.584121
1M,INSTR-NOLLC,clientservertraces,client_007.champsimtrace.xz,0.799762
1M,INSTR-NOLLC,clientservertraces,client_008.champsimtrace.xz,0.764348
1M,INSTR-NOLLC,clientservertraces,server_001.champsimtrace.xz,0.779487
1M,INSTR-NOLLC,clientservertraces,server_003.champsimtrace.xz,0.348116
1M,INSTR-NOLLC,clientservertraces,server_004.champsimtrace.xz,0.353835
1M,INSTR-NOLLC,clientservertraces,server_009.champsimtrace.xz,0.403009
1M,INSTR-NOLLC,clientservertraces,server_010.champsimtrace.xz,0.385882
1M,INSTR-NOLLC,clientservertraces,server_011.champsimtrace.xz,0.41577
1M,INSTR-NOLLC,clientservertraces,server_012.champsimtrace.xz,0.420992
1M,INSTR-NOLLC,clientservertraces,server_013.champsimtrace.xz,0.362228
1M,INSTR-NOLLC,clientservertraces,server_014.champsimtrace.xz,1.22232
1M,INSTR-NOLLC,clientservertraces,server_016.champsimtrace.xz,0.560784
1M,INSTR-NOLLC,clientservertraces,server_017.champsimtrace.xz,0.330151
1M,INSTR-NOLLC,clientservertraces,server_018.champsimtrace.xz,0.31562
1M,INSTR-NOLLC,clientservertraces,server_019.champsimtrace.xz,0.330529
1M,INSTR-NOLLC,clientservertraces,server_020.champsimtrace.xz,0.31896
1M,INSTR-NOLLC,clientservertraces,server_021.champsimtrace.xz,0.310955
1M,INSTR-NOLLC,clientservertraces,server_022.champsimtrace.xz,0.292591
1M,INSTR-NOLLC,clientservertraces,server_023.champsimtrace.xz,0.587268
1M,INSTR-NOLLC,clientservertraces,server_024.champsimtrace.xz,0.585199
1M,INSTR-NOLLC,clientservertraces,server_025.champsimtrace.xz,0.595266
1M,INSTR-NOLLC,clientservertraces,server_026.champsimtrace.xz,0.548169
1M,INSTR-NOLLC,clientservertraces,server_027.champsimtrace.xz,0.564393
1M,INSTR-NOLLC,clientservertraces,server_028.champsimtrace.xz,0.618912
1M,INSTR-NOLLC,clientservertraces,server_029.champsimtrace.xz,0.550419
1M,INSTR-NOLLC,clientservertraces,server_030.champsimtrace.xz,0.586514
1M,INSTR-NOLLC,clientservertraces,server_031.champsimtrace.xz,0.590025
1M,INSTR-NOLLC,clientservertraces,server_032.champsimtrace.xz,0.654564
1M,INSTR-NOLLC,clientservertraces,server_033.champsimtrace.xz,0.694212
1M,INSTR-NOLLC,clientservertraces,server_034.champsimtrace.xz,0.827401
1M,INSTR-NOLLC,clientservertraces,server_035.champsimtrace.xz,0.728708
1M,INSTR-NOLLC,clientservertraces,server_037.champsimtrace.xz,0.786051
1M,INSTR-NOLLC,clientservertraces,server_038.champsimtrace.xz,0.749899
1M,INSTR-NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.31376
1M,INSTR-NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,INSTR-NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,INSTR-NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,INSTR-NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,INSTR-NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,INSTR-NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,INSTR-NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,INSTR-NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,INSTR-NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,INSTR-NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,INSTR-NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,INSTR-NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,INSTR-NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
1M,INSTR-NOLLC,spec17,605.mcf_s-665B.champsimtrace.xz,0.367847
1M,INSTR-NOLLC,spec17,605.mcf_s-782B.champsimtrace.xz,0.168696
1M,INSTR-NOLLC,spec17,605.mcf_s-994B.champsimtrace.xz,0.656222
1M,INSTR-NOLLC,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.34695
1M,INSTR-NOLLC,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,1.25687
1M,INSTR-NOLLC,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,1.31708
1M,INSTR-NOLLC,spec17,619.lbm_s-2676B.champsimtrace.xz,0.549786
1M,INSTR-NOLLC,spec17,619.lbm_s-2677B.champsimtrace.xz,0.450996
1M,INSTR-NOLLC,spec17,619.lbm_s-3766B.champsimtrace.xz,0.924407
1M,INSTR-NOLLC,spec17,619.lbm_s-4268B.champsimtrace.xz,0.433065
1M,INSTR-NOLLC,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.323612
1M,INSTR-NOLLC,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.357116
1M,INSTR-NOLLC,spec17,621.wrf_s-6673B.champsimtrace.xz,0.572725
1M,INSTR-NOLLC,spec17,621.wrf_s-8065B.champsimtrace.xz,0.245386
1M,INSTR-NOLLC,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.234426
1M,INSTR-NOLLC,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.448767
1M,INSTR-NOLLC,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.367809
1M,INSTR-NOLLC,spec17,628.pop2_s-17B.champsimtrace.xz,1.1138
1M,INSTR-NOLLC,spec17,641.leela_s-1083B.champsimtrace.xz,0.786913
1M,INSTR-NOLLC,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.509508
1M,INSTR-NOLLC,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.921232
1M,INSTR-NOLLC,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.739433
1M,INSTR-NOLLC,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.918836
1M,INSTR-NOLLC,spec17,654.roms_s-1007B.champsimtrace.xz,1.17672
1M,INSTR-NOLLC,spec17,654.roms_s-1070B.champsimtrace.xz,0.689804
1M,INSTR-NOLLC,spec17,654.roms_s-1390B.champsimtrace.xz,0.478228
1M,INSTR-NOLLC,spec17,654.roms_s-1613B.champsimtrace.xz,1.45106
1M,INSTR-NOLLC,spec17,654.roms_s-293B.champsimtrace.xz,1.61428
1M,INSTR-NOLLC,spec17,654.roms_s-294B.champsimtrace.xz,0.865373
1M,INSTR-NOLLC,spec17,654.roms_s-523B.champsimtrace.xz,0.597658
1M,INSTR-NOLLC,spec17,657.xz_s-2302B.champsimtrace.xz,0.689176
1M,NOALL,clientservertraces,client_001.champsimtrace.xz,0.0754271
1M,NOALL,clientservertraces,client_002.champsimtrace.xz,0.0681044
1M,NOALL,clientservertraces,client_003.champsimtrace.xz,0.0728359
1M,NOALL,clientservertraces,client_004.champsimtrace.xz,0.0749839
1M,NOALL,clientservertraces,client_005.champsimtrace.xz,0.0704623
1M,NOALL,clientservertraces,client_006.champsimtrace.xz,0.0739514
1M,NOALL,clientservertraces,client_007.champsimtrace.xz,0.0730808
1M,NOALL,clientservertraces,client_008.champsimtrace.xz,0.0698048
1M,NOALL,clientservertraces,server_001.champsimtrace.xz,0.0690958
1M,NOALL,clientservertraces,server_003.champsimtrace.xz,0.0675941
1M,NOALL,clientservertraces,server_004.champsimtrace.xz,0.0698596
1M,NOALL,clientservertraces,server_009.champsimtrace.xz,0.0717696
1M,NOALL,clientservertraces,server_010.champsimtrace.xz,0.0706564
1M,NOALL,clientservertraces,server_011.champsimtrace.xz,0.0748456
1M,NOALL,clientservertraces,server_012.champsimtrace.xz,0.0722005
1M,NOALL,clientservertraces,server_013.champsimtrace.xz,0.070932
1M,NOALL,clientservertraces,server_014.champsimtrace.xz,0.0705401
1M,NOALL,clientservertraces,server_016.champsimtrace.xz,0.0684909
1M,NOALL,clientservertraces,server_017.champsimtrace.xz,0.0548459
1M,NOALL,clientservertraces,server_018.champsimtrace.xz,0.0550504
1M,NOALL,clientservertraces,server_019.champsimtrace.xz,0.055385
1M,NOALL,clientservertraces,server_020.champsimtrace.xz,0.0552607
1M,NOALL,clientservertraces,server_021.champsimtrace.xz,0.0551607
1M,NOALL,clientservertraces,server_022.champsimtrace.xz,0.0545433
1M,NOALL,clientservertraces,server_023.champsimtrace.xz,0.0685781
1M,NOALL,clientservertraces,server_024.champsimtrace.xz,0.069687
1M,NOALL,clientservertraces,server_025.champsimtrace.xz,0.0691182
1M,NOALL,clientservertraces,server_026.champsimtrace.xz,0.0678551
1M,NOALL,clientservertraces,server_027.champsimtrace.xz,0.0685056
1M,NOALL,clientservertraces,server_028.champsimtrace.xz,0.0658498
1M,NOALL,clientservertraces,server_029.champsimtrace.xz,0.0665453
1M,NOALL,clientservertraces,server_030.champsimtrace.xz,0.0656954
1M,NOALL,clientservertraces,server_031.champsimtrace.xz,0.0657493
1M,NOALL,clientservertraces,server_032.champsimtrace.xz,0.0665819
1M,NOALL,clientservertraces,server_033.champsimtrace.xz,0.069204
1M,NOALL,clientservertraces,server_034.champsimtrace.xz,0.0703639
1M,NOALL,clientservertraces,server_035.champsimtrace.xz,0.06952
1M,NOALL,clientservertraces,server_037.champsimtrace.xz,0.0724132
1M,NOALL,clientservertraces,server_038.champsimtrace.xz,0.072744
1M,NOALL,spec17,600.perlbench_s-570B.champsimtrace.xz,0.0774465
1M,NOALL,spec17,602.gcc_s-1850B.champsimtrace.xz,0.0718051
1M,NOALL,spec17,602.gcc_s-2226B.champsimtrace.xz,0.0470981
1M,NOALL,spec17,602.gcc_s-734B.champsimtrace.xz,0.0926657
1M,NOALL,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.0900077
1M,NOALL,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.0924201
1M,NOALL,spec17,603.bwaves_s-2931B.champsimtrace.xz,0.115844
1M,NOALL,spec17,603.bwaves_s-891B.champsimtrace.xz,0.057583
1M,NOALL,spec17,605.mcf_s-1152B.champsimtrace.xz,0.0609693
1M,NOALL,spec17,605.mcf_s-1536B.champsimtrace.xz,0.0655226
1M,NOALL,spec17,605.mcf_s-1554B.champsimtrace.xz,0.0573217
1M,NOALL,spec17,605.mcf_s-1644B.champsimtrace.xz,0.0467949
1M,NOALL,spec17,605.mcf_s-472B.champsimtrace.xz,0.0627604
1M,NOALL,spec17,605.mcf_s-484B.champsimtrace.xz,0.0849726
1M,NOALL,spec17,605.mcf_s-665B.champsimtrace.xz,0.0681201
1M,NOALL,spec17,605.mcf_s-782B.champsimtrace.xz,0.0459954
1M,NOALL,spec17,605.mcf_s-994B.champsimtrace.xz,0.0857407
1M,NOALL,spec17,607.cactuBSSN_s-2421B.champsimtrace.xz,0.125004
1M,NOALL,spec17,607.cactuBSSN_s-3477B.champsimtrace.xz,0.126156
1M,NOALL,spec17,607.cactuBSSN_s-4004B.champsimtrace.xz,0.123786
1M,NOALL,spec17,619.lbm_s-2676B.champsimtrace.xz,0.0633492
1M,NOALL,spec17,619.lbm_s-2677B.champsimtrace.xz,0.0623677
1M,NOALL,spec17,619.lbm_s-3766B.champsimtrace.xz,0.0716181
1M,NOALL,spec17,619.lbm_s-4268B.champsimtrace.xz,0.061579
1M,NOALL,spec17,620.omnetpp_s-141B.champsimtrace.xz,0.0682733
1M,NOALL,spec17,620.omnetpp_s-874B.champsimtrace.xz,0.068841
1M,NOALL,spec17,621.wrf_s-6673B.champsimtrace.xz,0.0735883
1M,NOALL,spec17,621.wrf_s-8065B.champsimtrace.xz,0.0650249
1M,NOALL,spec17,623.xalancbmk_s-10B.champsimtrace.xz,0.0598783
1M,NOALL,spec17,623.xalancbmk_s-165B.champsimtrace.xz,0.0532979
1M,NOALL,spec17,623.xalancbmk_s-202B.champsimtrace.xz,0.059627
1M,NOALL,spec17,628.pop2_s-17B.champsimtrace.xz,0.0771923
1M,NOALL,spec17,641.leela_s-1083B.champsimtrace.xz,0.0736732
1M,NOALL,spec17,649.fotonik3d_s-10881B.champsimtrace.xz,0.086448
1M,NOALL,spec17,649.fotonik3d_s-1176B.champsimtrace.xz,0.0912409
1M,NOALL,spec17,649.fotonik3d_s-7084B.champsimtrace.xz,0.0837133
1M,NOALL,spec17,649.fotonik3d_s-8225B.champsimtrace.xz,0.0912279
1M,NOALL,spec17,654.roms_s-1007B.champsimtrace.xz,0.0845353
1M,NOALL,spec17,654.roms_s-1070B.champsimtrace.xz,0.08565
1M,NOALL,spec17,654.roms_s-1390B.champsimtrace.xz,0.0500698
1M,NOALL,spec17,654.roms_s-1613B.champsimtrace.xz,0.0692782
1M,NOALL,spec17,654.roms_s-293B.champsimtrace.xz,0.128556
1M,NOALL,spec17,654.roms_s-294B.champsimtrace.xz,0.106979
1M,NOALL,spec17,654.roms_s-523B.champsimtrace.xz,0.0364002
1M,NOALL,spec17,657.xz_s-2302B.champsimtrace.xz,0.0798553
1M,NOL2C,clientservertraces,client_001.champsimtrace.xz,0.725581
1M,NOL2C,clientservertraces,client_002.champsimtrace.xz,0.651469
1M,NOL2C,clientservertraces,client_003.champsimtrace.xz,1.14108
1M,NOL2C,clientservertraces,client_004.champsimtrace.xz,0.596843
1M,NOL2C,clientservertraces,client_005.champsimtrace.xz,0.70713
1M,NOL2C,clientservertraces,client_006.champsimtrace.xz,0.582447
1M,NOL2C,clientservertraces,client_007.champsimtrace.xz,0.510301
1M,NOL2C,clientservertraces,client_008.champsimtrace.xz,0.651241
1M,NOL2C,clientservertraces,server_001.champsimtrace.xz,0.642381
1M,NOL2C,clientservertraces,server_003.champsimtrace.xz,0.404921
1M,NOL2C,clientservertraces,server_004.champsimtrace.xz,0.489528
1M,NOL2C,clientservertraces,server_009.champsimtrace.xz,0.442323
1M,NOL2C,clientservertraces,server_010.champsimtrace.xz,0.495467
1M,NOL2C,clientservertraces,server_011.champsimtrace.xz,0.419991
1M,NOL2C,clientservertraces,server_012.champsimtrace.xz,0.460682
1M,NOL2C,clientservertraces,server_013.champsimtrace.xz,0.473553
1M,NOL2C,clientservertraces,server_014.champsimtrace.xz,0.818725
1M,NOL2C,clientservertraces,server_016.champsimtrace.xz,0.460072
1M,NOL2C,clientservertraces,server_017.champsimtrace.xz,0.30208
1M,NOL2C,clientservertraces,server_018.champsimtrace.xz,0.297722
1M,NOL2C,clientservertraces,server_019.champsimtrace.xz,0.312186
1M,NOL2C,clientservertraces,server_020.champsimtrace.xz,0.305536
1M,NOL2C,clientservertraces,server_021.champsimtrace.xz,0.290721
1M,NOL2C,clientservertraces,server_022.champsimtrace.xz,0.282638
1M,NOL2C,clientservertraces,server_023.champsimtrace.xz,0.475231
1M,NOL2C,clientservertraces,server_024.champsimtrace.xz,0.481404
1M,NOL2C,clientservertraces,server_025.champsimtrace.xz,0.459587
1M,NOL2C,clientservertraces,server_026.champsimtrace.xz,0.449113
1M,NOL2C,clientservertraces,server_027.champsimtrace.xz,0.456894
1M,NOL2C,clientservertraces,server_028.champsimtrace.xz,0.418982
1M,NOL2C,clientservertraces,server_029.champsimtrace.xz,0.428768
1M,NOL2C,clientservertraces,server_030.champsimtrace.xz,0.411704
1M,NOL2C,clientservertraces,server_031.champsimtrace.xz,0.4039
1M,NOL2C,clientservertraces,server_032.champsimtrace.xz,0.407375
1M,NOL2C,clientservertraces,server_033.champsimtrace.xz,0.405196
1M,NOL2C,clientservertraces,server_034.champsimtrace.xz,0.411658
1M,NOL2C,clientservertraces,server_035.champsimtrace.xz,0.404878
1M,NOL2C,clientservertraces,server_037.champsimtrace.xz,0.423701
1M,NOL2C,clientservertraces,server_038.champsimtrace.xz,0.404188
1M,NOL2C-NOLLC,clientservertraces,client_001.champsimtrace.xz,0.297835
1M,NOL2C-NOLLC,clientservertraces,client_002.champsimtrace.xz,0.375004
1M,NOL2C-NOLLC,clientservertraces,client_003.champsimtrace.xz,0.5933
1M,NOL2C-NOLLC,clientservertraces,client_004.champsimtrace.xz,0.345644
1M,NOL2C-NOLLC,clientservertraces,client_005.champsimtrace.xz,0.415634
1M,NOL2C-NOLLC,clientservertraces,client_006.champsimtrace.xz,0.446912
1M,NOL2C-NOLLC,clientservertraces,client_007.champsimtrace.xz,0.190496
1M,NOL2C-NOLLC,clientservertraces,client_008.champsimtrace.xz,0.24992
1M,NOL2C-NOLLC,clientservertraces,server_001.champsimtrace.xz,0.272924
1M,NOL2C-NOLLC,clientservertraces,server_003.champsimtrace.xz,0.150796
1M,NOL2C-NOLLC,clientservertraces,server_004.champsimtrace.xz,0.165046
1M,NOL2C-NOLLC,clientservertraces,server_009.champsimtrace.xz,0.160464
1M,NOL2C-NOLLC,clientservertraces,server_010.champsimtrace.xz,0.164743
1M,NOL2C-NOLLC,clientservertraces,server_011.champsimtrace.xz,0.15734
1M,NOL2C-NOLLC,clientservertraces,server_012.champsimtrace.xz,0.167152
1M,NOL2C-NOLLC,clientservertraces,server_013.champsimtrace.xz,0.152208
1M,NOL2C-NOLLC,clientservertraces,server_014.champsimtrace.xz,0.291028
1M,NOL2C-NOLLC,clientservertraces,server_016.champsimtrace.xz,0.14132
1M,NOL2C-NOLLC,clientservertraces,server_017.champsimtrace.xz,0.123882
1M,NOL2C-NOLLC,clientservertraces,server_018.champsimtrace.xz,0.131644
1M,NOL2C-NOLLC,clientservertraces,server_019.champsimtrace.xz,0.130566
1M,NOL2C-NOLLC,clientservertraces,server_020.champsimtrace.xz,0.13291
1M,NOL2C-NOLLC,clientservertraces,server_021.champsimtrace.xz,0.131912
1M,NOL2C-NOLLC,clientservertraces,server_022.champsimtrace.xz,0.131807
1M,NOL2C-NOLLC,clientservertraces,server_023.champsimtrace.xz,0.144215
1M,NOL2C-NOLLC,clientservertraces,server_024.champsimtrace.xz,0.150958
1M,NOL2C-NOLLC,clientservertraces,server_025.champsimtrace.xz,0.140949
1M,NOL2C-NOLLC,clientservertraces,server_026.champsimtrace.xz,0.133484
1M,NOL2C-NOLLC,clientservertraces,server_027.champsimtrace.xz,0.137139
1M,NOL2C-NOLLC,clientservertraces,server_028.champsimtrace.xz,0.12564
1M,NOL2C-NOLLC,clientservertraces,server_029.champsimtrace.xz,0.128026
1M,NOL2C-NOLLC,clientservertraces,server_030.champsimtrace.xz,0.122786
1M,NOL2C-NOLLC,clientservertraces,server_031.champsimtrace.xz,0.120327
1M,NOL2C-NOLLC,clientservertraces,server_032.champsimtrace.xz,0.119314
1M,NOL2C-NOLLC,clientservertraces,server_033.champsimtrace.xz,0.11631
1M,NOL2C-NOLLC,clientservertraces,server_034.champsimtrace.xz,0.118107
1M,NOL2C-NOLLC,clientservertraces,server_035.champsimtrace.xz,0.118092
1M,NOL2C-NOLLC,clientservertraces,server_037.champsimtrace.xz,0.119633
1M,NOL2C-NOLLC,clientservertraces,server_038.champsimtrace.xz,0.115746
1M,NOL2C-NOLLC,spec17,600.perlbench_s-570B.champsimtrace.xz,1.29353
1M,NOL2C-NOLLC,spec17,602.gcc_s-1850B.champsimtrace.xz,0.282927
1M,NOL2C-NOLLC,spec17,602.gcc_s-2226B.champsimtrace.xz,0.107422
1M,NOL2C-NOLLC,spec17,602.gcc_s-734B.champsimtrace.xz,0.483069
1M,NOL2C-NOLLC,spec17,603.bwaves_s-1740B.champsimtrace.xz,0.748223
1M,NOL2C-NOLLC,spec17,603.bwaves_s-2609B.champsimtrace.xz,0.739797
1M,NOL2C-NOLLC,spec17,603.bwaves_s-2931B.champsimtrace.xz,1.0145
1M,NOL2C-NOLLC,spec17,603.bwaves_s-891B.champsimtrace.xz,0.36906
1M,NOL2C-NOLLC,spec17,605.mcf_s-1152B.champsimtrace.xz,0.33236
1M,NOL2C-NOLLC,spec17,605.mcf_s-1536B.champsimtrace.xz,0.160876
1M,NOL2C-NOLLC,spec17,605.mcf_s-1554B.champsimtrace.xz,0.143084
1M,NOL2C-NOLLC,spec17,605.mcf_s-1644B.champsimtrace.xz,0.148654
1M,NOL2C-NOLLC,spec17,605.mcf_s-472B.champsimtrace.xz,0.236688
1M,NOL2C-NOLLC,spec17,605.mcf_s-484B.champsimtrace.xz,0.475368
